householdID,hhexp,hhexp_food,hhexp_med,hhexp_covidprev,ends_meet
2049062200,500,70,1080,0,3
2049062050,500,300,37000,0,1
2049062040,800,0,1200,0,4
2049062350,1000,75,10000,0,1
2049062260,1000,120,0,0,2
2049062150,18,0,100,0,3
2049062290,500,100,-1,0,3
2049062130,400,40,15000,2,3
2049062250,1000,10,500,0,3
2049061140,1100,15,15000,0,3
2049061270,3500,200,10000,20,1
2049061310,3500,250,300,60,3
2049061110,1000,200,4000,60,2
2049061210,300,100,750,20,3
2049061130,1000,200,2000,0,3
2049061220,500,20,4600,-1,2
2049061020,500,230,0,300,3
2049061230,700,100,-1,300,2
2049061260,220,0,1000,0,3
2049061040,1000,100,-1,0,3
2049061320,5000,500,5000,600,1
2049061100,1200,75,-1,-1,2
2049061290,300,100,0,-1,3
2049061070,3000,15,6000,50,1
2049061190,400,40,1800,0,2
2049061340,3000,500,300,100,3
2049061170,500,0,2000,10,2
2049061240,2000,200,6000,10,3
2049061330,4500,800,0,30,2
2049061160,600,150,3200,0,2
2049061010,500,40,4000,0,1
2049061120,1200,300,17000,-1,2
2049061150,2500,300,0,0,3
2049061300,1500,300,5500,20,3
2049061090,2500,520,200,75,3
2049061250,500,150,2000,32,2
2049061180,500,300,0,0,3
2049061060,3000,1000,0,500,1
2049061050,100,0,0,-1,1
2049061200,1700,400,1000,185,2
2653592230,2000,400,0,300,2
2653592250,2000,350,0,600,2
2653592100,2500,500,2600,550,1
2653592170,300,200,200,-1,2
2653592240,2000,400,0,300,2
2653592040,3000,400,600,300,3
2653592260,2600,60,2600,300,1
2653592130,400,100,0,20,1
2653592090,800,200,0,0,2
2653592180,1500,135,2000,100,3
2653592150,550,100,30000,1000,2
2653592220,200,60,200,-1,1
2653592060,3000,70,2000,100,1
2653592280,5000,350,2300,1400,2
2653592160,750,20,1440,-1,2
2653592050,2500,400,2600,15,3
2653592080,3000,700,5000,300,2
2653592030,450,105,-1,0,2
2653592210,2000,450,6500,350,2
2653592120,12000,1000,2000,1000,3
2653592070,2000,1000,75000,100,2
2653593290,300,150,-1,400,2
2653593310,10000,500,0,300,2
2653593250,2500,350,14500,500,2
2653593280,400,300,100,0,3
2653593030,1000,350,0,150,2
2653593200,600,150,500,0,3
2653593120,600,200,5000,300,1
2653593220,2000,0,5300,500,3
2653593330,3800,900,7200,-1,2
2653593060,1000,0,5000,0,3
2653593110,500,0,2000,0,1
2653593300,2000,500,0,0,3
2653593050,600,50,0,20,4
2653593320,400,100,1500,50,1
2653593210,4000,400,1500,140,2
2653593160,500,200,0,-1,3
2653593180,1000,100,8400,350,2
2653593100,1500,400,600,400,2
2653593130,4000,200,48400,100,2
2653593230,1900,150,50000,60,2
2653593090,2500,100,3500,5,1
2653593190,2000,150,0,200,2
2653593020,400,200,0,230,1
2653593260,1000,100,0,120,2
2653593010,700,40,0,60,2
2653591330,600,50,4880,0,3
2653591050,5000,500,9000,145,1
2653591230,250,80,9000,0,2
2653591310,4500,350,0,130,2
2653591130,2500,70,6000,0,1
2653591470,2000,500,6000,300,2
2653591280,500,100,15000,100,1
2653591210,750,80,15000,0,3
2653591530,6000,500,2000,400,2
2653591160,1000,300,8700,-1,2
2653591420,5000,300,2350,100,2
2653591410,1500,150,0,300,2
2653591240,250,35,0,0,3
2653591220,1500,250,3000,0,2
2653591070,100,100,0,0,2
2653591370,500,300,0,800,2
2653591260,500,100,2000,0,2
2653591100,2000,300,0,0,2
2653591150,4333,500,1000,200,2
2653591040,3000,450,0,50,2
2653591460,100,50,0,-1,3
2653591080,80,0,0,20,1
2653591200,1000,400,600,200,1
2653591270,1000,400,5000,100,2
2653591120,2000,160,900,250,2
2653591480,5000,400,1000,100,2
2653591060,2000,10,7000,0,2
2653591300,250,70,0,0,2
2653591510,3500,200,-1,-1,1
2653591340,2000,100,2500,30,1
2653591020,5000,450,-1,280,2
2653591350,1000,0,500,0,4
2653591170,500,100,6000,500,2
2653591400,300,100,17500,-1,1
2653591390,800,0,1500,0,2
2653591430,3000,200,0,70,4
2653591380,1500,600,0,300,2
2653591440,4000,1000,4000,1000,2
2653591500,1400,540,1400,75,3
2653591450,3500,40,1000,50,2
2653591540,1200,200,0,0,2
2653591320,1200,250,1500,70,1
2653591250,3200,700,3500,600,2
2653591360,1000,200,750,100,2
2653591090,500,30,0,0,2
2653591180,3000,500,0,260,4
2653591110,550,5,0,10,1
2655761160,500,40,4000,300,1
2655761180,5000,400,0,100,2
2655761190,150,35,420,22,2
2655761040,2100,280,2000,500,3
2655761030,1500,40,300,0,2
2655761060,3000,50,2000,100,1
2655761050,1500,100,0,300,3
2655761260,200,0,200,0,2
2655761210,2000,150,0,300,3
2655761140,1000,25,0,10,3
2655761120,3500,700,0,100,4
2655761300,2000,600,10000,1000,1
2655761240,400,0,1000,0,2
2655761090,15000,500,500,500,3
2655761270,2000,200,0,2000,2
2655761330,3600,300,20500,0,4
2655761020,2000,500,7000,50,4
2655761290,3000,200,2000,2450,2
2655761220,1000,140,0,40,3
2655761130,800,200,400,70,2
2655761280,2000,500,4000,50,3
2655761010,500,125,7000,0,1
2655761310,2000,300,0,400,3
2655761150,5500,100,40000,1000,2
2655761070,1000,250,0,0,2
2655761200,500,400,6000,125,1
2655761250,3000,1000,5500,0,3
2655761230,4500,500,2000,500,3
2655761080,2000,0,0,300,2
2655761110,150,30,1000,30,3
2655762180,100,0,1000,0,2
2655762230,1500,300,5000,500,3
2655762140,2000,200,2000,1000,1
2655762360,3000,500,1000,200,3
2655762290,2000,700,2000,600,2
2655762090,50,50,0,0,3
2655762110,5000,400,3000,1000,2
2655762300,1500,200,0,200,2
2655762330,2500,40,0,1000,2
2655762271,500,100,0,0,1
2655762120,500,0,0,0,1
2655762320,1500,300,500,200,3
2655762210,2500,500,300,0,3
2655762030,1000,125,62200,50,3
2655762130,1500,100,1000,0,3
2655762080,2000,200,0,100,2
2655762050,1500,200,420,0,3
2655762260,4500,400,0,200,2
2655762160,1500,130,2000,200,2
2655762250,4000,200,400,200,3
2655762200,4500,800,2000,1000,2
2655762350,3000,700,0,1000,4
2655762310,1100,300,0,50,3
2655762280,1500,500,1e+05,50,2
2655762070,8000,500,3000,200,3
2655762220,3000,0,0,100,4
2655762340,2000,200,0,300,3
2655762240,3000,250,1500,200,3
2655762060,1000,500,0,1000,3
2655762010,2000,420,3000,500,2
2655763130,1000,300,10000,0,3
2655763110,500,150,-1,450,1
2655763190,5000,800,1000,200,2
2655763060,1200,650,0,0,1
2655763010,400,25,2400,200,2
2655763220,1500,150,200,0,2
2655763070,1800,200,7500,100,3
2655763180,2500,700,0,100,3
2655763100,4500,3333,1500,200,3
2655763150,200,0,1000,0,1
2655763040,500,200,300,200,2
2655763270,500,210,500,50,3
2655763200,2000,200,0,20,3
2655763140,1000,105,1300,0,4
2655763250,1650,350,0,100,2
2655763050,70,0,0,10,3
2655763170,3000,140,1000,100,2
2655763230,3000,300,0,300,3
2655763210,800,0,0,0,3
2655763260,5000,300,0,500,1
2655763030,160,0,20000,-1,2
2627282180,5000,14,1000,150,2
2627282280,1500,150,20000,-1,2
2627282060,3000,600,6000,100,2
2627282140,500,30,1200,30,2
2627282050,5000,500,20000,100,2
2627282100,2000,250,3750,100,2
2627282170,2500,250,2000,40,3
2627282160,800,50,500,500,2
2627282250,2000,150,3000,150,3
2627282230,1000,80,5000,500,2
2627282090,1000,200,1e+05,20,3
2627282020,1000,300,900,0,2
2627282190,300,120,0,100,1
2627282240,3000,100,6000,250,2
2627282040,7000,1000,1e+05,450,1
2627282210,750,350,13000,500,2
2627282290,3000,300,5000,500,2
2627282120,7000,500,5000,1000,2
2627282130,2000,140,20450,25,2
2627282150,500,100,500,-1,2
2627282030,100,0,0,0,4
2627282080,1500,210,1200,160,2
2627282010,1000,100,360,150,2
2627282200,2000,350,1000,0,3
2627281260,2000,200,4000,300,2
2627281170,2000,55,140,28,2
2627281340,652,200,800,50,1
2627281080,770,30,1000,200,1
2627281090,4500,400,6000,30,1
2627281020,1000,100,30000,0,3
2627281310,1500,300,2000,200,2
2627281320,350,75,450,0,2
2627281210,1500,450,16500,200,2
2627281300,1500,250,2000,50,2
2627281140,1500,100,0,0,1
2627281110,550,0,2500,-1,2
2627281040,2400,30,14500,20,2
2627281120,1000,350,80000,200,2
2627281060,1000,140,0,50,4
2627281050,500,200,0,200,3
2627281220,2000,600,4000,200,2
2627281130,300,17,2120,0,3
2627281180,3000,100,2000,300,3
2627281270,4000,300,2000,300,2
2627281280,3000,600,4500,500,2
2627281150,2000,650,15000,-1,2
2627281250,1500,125,-1,100,2
2627281030,1000,120,6000,60,1
2627281240,2000,100,1000,30,2
2627281010,4000,500,-1,0,4
2627281190,2000,400,28000,250,2
2627281100,7500,250,-1,-1,2
2627281230,5100,150,15000,200,2
2627283200,300,70,4500,40,2
2627283180,1000,400,1000,100,2
2627283240,2000,300,0,60,3
2627283040,300,60,2400,100,1
2627283130,80,0,3000,20,3
2627283300,4000,100,0,140,1
2627283050,2000,200,200,500,2
2627283010,2000,100,10000,70,2
2627283080,500,100,3000,120,2
2627283220,1450,300,1500,200,2
2627283020,800,300,1000,200,3
2627283150,1200,300,500,50,1
2627283090,2000,500,30000,50,3
2627283170,1000,200,6000,200,2
2627283270,3000,700,0,100,2
2627283160,700,150,3000,0,2
2627283310,3000,200,3000,300,2
2627283260,2000,700,0,500,3
2627283280,3000,300,500,250,2
2627283230,1500,400,1500,550,2
2627283320,5000,600,5000,500,2
2627283290,2000,300,2000,300,2
2627283190,100,23,11000,10,1
2627283070,2000,30,500,35,3
2627283140,1000,150,6000,150,2
2627283120,2500,200,2000,150,3
2627283210,2000,500,700,100,3
2627283060,5000,300,3000,200,2
2627283100,1000,70,20000,0,2
2627283110,2000,200,0,0,3
2627283030,2000,100,0,150,2
2660593090,300,700,1000,200,2
2660593130,1000,0,2000,200,3
2660593030,1500,300,1000,300,2
2660593100,600,100,500,0,3
2660593060,300,50,500,0,1
2660593150,3000,300,1000,100,3
2660593180,700,200,3000,0,4
2660593070,300,10,200,0,3
2660593140,3000,500,3000,500,2
2660593210,4000,0,0,200,2
2660593050,600,20,600,400,2
2660593120,300,100,1000,0,2
2660593110,600,100,9000,50,2
2660593080,500,70,1000,-1,2
2660593010,1000,140,3000,200,2
2660593220,500,100,5000,-1,2
2660593170,2000,200,4000,100,2
2660593200,1000,100,45000,100,2
2660593160,300,65,350,-1,2
2660593190,1000,150,10000,100,2
2660591290,1000,100,5500,150,1
2660591450,5000,400,1000,200,2
2660591190,1000,350,8000,100,2
2660591440,2000,200,100,400,2
2660591410,600,50,15000,100,3
2660591070,1960,500,9000,100,2
2660591050,700,200,6000,6,2
2660591200,2850,100,2500,200,2
2660591150,800,140,10000,100,2
2660591300,2000,400,17000,500,1
2660591060,300,25,1000,0,2
2660591380,1000,200,1000,100,3
2660591180,250,0,150,0,2
2660591390,800,100,4000,0,3
2660591120,2000,150,3000,300,3
2660591470,2000,100,200,0,2
2660591310,1000,100,10000,100,3
2660591280,350,100,1000,100,3
2660591230,290,140,-1,0,2
2660591010,200,0,1000,50,2
2660591240,400,100,0,200,2
2660591110,600,100,0,80,2
2660591430,1000,0,7000,200,2
2660591400,600,200,0,100,3
2660591220,400,50,45000,100,3
2660591460,600,30,300,0,3
2660591170,2000,200,2000,850,2
2660591420,4000,600,8000,500,1
2660592370,2000,200,1500,400,2
2660592160,3000,300,0,100,3
2660592090,1000,0,0,0,3
2660592060,1000,300,5000,100,1
2660592040,5000,1000,15000,350,1
2660592120,300,10,200,0,3
2660592230,1000,550,25000,250,2
2660592210,200,30,5000,0,3
2660592180,350,100,5000,100,3
2660592080,85,20,2000,100,2
2660592020,300,100,60,0,2
2660592190,200,300,0,65,3
2660592200,1500,100,10000,100,2
2660592360,1000,150,5000,150,3
2660592140,500,100,500,0,3
2660592240,1000,200,300,80,1
2660592050,6500,200,25000,0,1
2660592280,1000,0,3000,200,2
2660592250,3000,600,500,650,3
2660592340,2000,200,500,200,2
2660592150,1000,100,3000,0,1
2660592320,3000,200,0,0,2
2660592100,400,100,0,0,2
2660592010,400,54,1500,0,1
2660592070,1000,200,500,0,3
2660592300,5000,1500,5000,500,1
2660592260,2000,1,60000,-1,2
2660592290,3000,300,30000,-1,2
2660592310,4000,200,70000,600,2
2660592220,3000,250,2000,200,2
2660592330,1300,400,0,200,2
2660592110,3000,700,4000,150,3
2660592170,1000,100,5000,-1,3
2660592350,2000,70,300,200,3
2686062050,2000,300,0,67,3
2686062040,2000,400,0,-1,3
2686062180,1500,350,0,300,2
2686062100,4000,500,2000,1000,3
2686062170,550,200,500,10,2
2686062120,3000,500,500,100,3
2686062070,4000,300,6000,200,3
2686062130,700,50,0,0,2
2686062190,4000,400,0,1000,3
2686062010,3000,1000,15000,200,2
2686062080,2500,250,0,50,3
2686062140,2500,400,0,300,2
2686062090,2500,300,0,300,3
2686061150,500,50,1000,0,2
2686061190,70,10,-1,180,2
2686061020,500,0,0,20,2
2686061350,2000,100,53000,200,1
2686061200,3000,300,3000,300,2
2686061100,1000,200,400,200,3
2686061060,1000,200,0,0,2
2686061340,3000,600,10000,600,3
2686061110,800,200,0,100,1
2686061040,20000,1000,5000,1000,3
2686061310,4000,1000,3000,1000,2
2686061240,300,140,0,0,3
2686061140,500,200,0,0,3
2686061290,1500,300,1000,300,1
2686061320,5000,500,0,500,2
2686061220,800,150,1000,30,2
2686061270,550,100,1000,0,1
2686061180,4500,20,-1,0,3
2686061330,2000,300,0,50,2
2686061210,200,0,0,0,1
2686061230,2000,200,1000,0,3
2686061080,3000,300,0,1000,1
2686061300,650,13,720,0,3
2686061260,600,0,3000,0,3
2686061050,200,0,720,0,2
2686061160,800,200,100,200,2
2686061070,800,100,5000,100,1
2686061030,2000,400,0,60,3
2686061010,3000,450,2000,100,2
2686063050,3000,200,0,100,3
2686063290,2000,150,200,150,3
2686063260,3000,210,0,200,2
2686063210,1000,200,5000,80,2
2686063190,2000,200,2000,1200,3
2686063160,400,50,160,20,3
2686063130,150,25,0,40,2
2686063060,2000,200,6000,150,2
2686063070,2000,150,15000,400,2
2686063140,1200,100,2000,0,1
2686063080,200,0,28000,200,4
2686063220,1200,200,0,100,2
2686063240,450,105,0,9,3
2686063170,800,0,0,30,3
2686063020,1500,200,2500,50,3
2686063040,3000,350,250,-1,3
2686063030,500,300,0,50,2
2686063280,300,0,0,0,3
2686063300,5000,500,90000,1000,2
2686063200,4000,1000,0,300,3
2686063120,200,50,18000,0,4
2686063250,300,0,400,50,2
2686063090,2000,700,0,1650,2
2686063150,1000,0,0,0,1
2686063100,1000,0,5000,0,3
2686063110,2000,150,8000,100,3
2686063270,2000,100,7500,-1,3
2686063180,800,200,2400,100,3
2663062030,600,100,10000,0,1
2663062150,2000,240,0,100,2
2663062090,300,175,60000,15,3
2663062170,2500,500,0,600,3
2663062140,1000,1000,0,0,4
2663062040,600,120,7000,10,2
2663062190,600,300,10000,80,2
2663062120,1600,240,1000,60,3
2663062270,500,200,0,300,2
2663062290,700,300,0,100,1
2663062250,2000,200,700,200,3
2663062060,300,200,20000,100,4
2663062050,583,25,5000,0,1
2663062230,583,75,100,0,3
2663062070,1500,200,0,0,2
2663062100,833,50,2200,30,3
2663062200,2600,450,0,25,3
2663062260,1500,600,2000,0,2
2663062010,500,6,0,5,3
2663062180,500,300,3000,100,2
2663062110,300,200,1800,-1,3
2663062160,1500,2000,5000,200,2
2663062210,2000,350,5000,0,2
2663062080,1000,200,0,0,2
2663062220,1000,300,0,0,1
2663061070,3000,700,-1,1000,2
2663061140,10000,300,6000,1000,2
2663061270,3000,300,4000,600,1
2663061250,15000,700,0,500,3
2663061300,5000,500,0,3800,2
2663061290,5500,1000,0,550,3
2663061040,4000,800,3000,500,2
2663061120,600,200,1200,105,1
2663061210,4000,600,1100,0,3
2663061060,8000,300,0,300,2
2663061020,800,250,3000,-1,3
2663061240,250,250,2500,150,2
2663061150,2000,200,0,500,2
2663061230,6000,500,4500,-1,3
2663061090,5000,500,5000,600,1
2663061170,10000,500,0,500,3
2663061130,1000,150,3500,150,2
2663061180,5000,1000,4000,1000,2
2663063060,3000,300,3000,400,2
2663063220,1000,200,0,-1,2
2663063100,500,100,115000,-1,3
2663063020,300,50,-1,0,2
2663063360,5000,1000,28600,200,1
2663063400,2000,200,200,-1,2
2663063070,400,350,45000,50,1
2663063420,3500,300,0,500,3
2663063330,450,100,6500,0,2
2663063140,200,0,100,0,3
2663063050,1000,0,9600,50,3
2663063230,1200,250,4000,0,2
2663063200,1500,140,13000,50,1
2663063320,600,0,2000,0,2
2663063410,2000,150,11000,200,2
2663063380,5000,20,5000,1000,2
2663063390,1400,400,5000,160,1
2663063340,800,70,300,0,1
2663063370,100,100,1200,0,3
2663063350,3000,200,3000,100,3
2663063190,3000,500,20000,200,2
2663063010,800,0,4500,45,2
2663063080,2000,100,1060,200,1
2663063150,200,50,0,-1,2
2663063280,200,70,0,0,3
2663063270,300,40,1500,0,1
2663063180,300,50,140000,10,1
2663063110,50,20,100,10,3
2663063310,1000,200,200,200,2
2663063430,3000,500,-1,1500,2
2663063120,500,0,1600,0,2
2663063030,2100,500,3200,200,2
2663063240,1200,200,4800,200,2
2663063300,333,30,2000,0,3
2663063040,3000,300,14000,200,1
2663063250,2000,300,6000,0,3
2663063090,530,75,2000,100,2
2663063130,3000,700,130000,1000,3
2663063290,1200,300,0,0,2
2616761150,300,0,300,0,3
2616761040,250,0,4000,60,1
2616761190,800,300,4000,200,3
2616761250,3000,100,2000,0,1
2616761220,400,0,700,300,2
2616761180,700,100,1640,0,1
2616761270,2000,400,2000,30,2
2616761370,2500,200,1500,0,2
2616761320,300,0,60,200,2
2616761030,2000,100,2000,400,3
2616761230,400,10,500,120,3
2616761360,1500,150,15000,200,2
2616761070,3000,300,1000,50,2
2616761140,500,70,200,100,3
2616761260,3000,300,0,0,3
2616761080,1500,300,500,50,3
2616761350,3000,1150,500,400,2
2616761100,2000,100,2000,500,3
2616761160,100,500,10000,100,1
2616761280,2000,600,10000,0,3
2616761170,1000,200,200,100,3
2616761050,500,100,6000,100,2
2616761020,3000,17,11000,-1,1
2616761240,800,200,2000,0,2
2616761120,400,40,400,0,2
2616761010,8000,420,5000,300,1
2616761210,300,50,2000,200,2
2616761060,3500,350,900,-1,1
2616761200,800,140,1000,200,3
2616761311,300,40,-1,-1,1
2616762320,4000,300,370,100,1
2616762170,800,200,1000,60,3
2616762240,500,50,-1,0,3
2616762020,3000,400,5000,300,2
2616762150,2000,200,500,100,2
2616762270,600,200,2000,100,3
2616762271,100,100,10000,100,2
2616762050,2000,70,20400,400,2
2616762180,2000,200,600,400,2
2616762030,2000,200,2000,100,2
2616762140,600,6,0,0,4
2616762330,500,150,1500,150,3
2616762120,400,100,-1,50,1
2616762290,1000,250,0,200,2
2616762060,1000,100,15000,0,2
2616762210,1000,300,1000,200,1
2616762190,3000,1200,1000,0,2
2616762340,2000,200,2000,0,3
2616762110,1600,300,1500,0,3
2616762370,3000,600,0,500,2
2616762360,600,200,1350,100,3
2616762300,2000,300,10000,1000,3
2616762010,1500,280,-1,100,2
2616762080,500,120,300,50,3
2616762250,1000,100,2000,5,3
2616762380,2000,150,-1,-1,2
2616762390,3000,300,0,800,2
2616762220,1000,200,600,200,2
2616762100,900,300,1200,0,3
2616762230,1700,200,0,100,3
2616762350,3000,600,0,150,2
2616762310,2000,100,1000,500,3
2616762090,1600,100,9000,400,1
2616762160,1500,50,3000,100,2
2616762280,1500,700,0,50,2
2616763250,400,30,3600,0,3
2616763280,500,50,2000,50,3
2616763160,250,300,0,0,3
2616763030,600,500,6000,50,3
2616763090,1000,0,10000,25,2
2616763290,6000,600,1000,2000,1
2616763170,400,70,1500,0,3
2616763140,600,0,1500,100,2
2616763060,10000,80,2000,0,2
2616763100,1000,200,10000,40,2
2616763230,300,100,6000,0,3
2616763110,3000,100,4300,300,4
2616763310,2000,600,2500,200,3
2616763210,2700,200,6000,200,1
2616763270,400,175,6000,100,1
2616763220,400,200,3000,0,1
2616763180,1000,2000,13000,500,1
2616763320,42,3,600,2,4
2616763130,500,150,1000,0,2
2616763300,5000,300,-1,100,2
2616763260,3500,490,5000,0,2
2616763070,200,30,10000,0,3
2616763050,2000,400,30000,200,1
2616763330,4000,700,2000,200,3
2616763040,100,200,-1,-1,1
2616763240,2000,300,10000,0,3
2616763150,300,60,110000,60,1
0340432220,500,200,0,0,2
0340432100,1000,200,0,0,4
0340432110,3000,200,80000,0,2
0340432250,6000,350,700,500,2
0340432190,2000,250,16000,0,3
0340432230,5000,300,0,500,2
0340432170,3000,1000,0,1000,4
0340432050,3000,600,3000,50,3
0340432040,2000,100,2000,0,3
0340432120,3000,400,3000,0,3
0340432150,3000,1000,-1,-1,2
0340432200,4000,100,4000,500,2
0340432240,2500,200,8000,200,3
0340432210,1500,0,0,0,3
0340432070,500,50,0,30,2
0340432180,1500,700,1800,20,2
0340432020,3000,0,0,100,2
0340432090,1000,320,150,5,1
0340432010,300,0,40000,20,2
0340432080,2000,500,500,100,2
0340432130,3000,700,5000,-1,2
0340432030,800,50,-1,0,3
0340431040,1500,150,15000,500,2
0340431030,1000,600,0,0,3
0340431020,1000,0,80,2,3
0340431070,5700,0,10800,0,1
0340431110,1000,75,0,0,3
0340431060,320,80,0,0,2
0340431090,700,60,0,30,2
0340431270,2000,200,1000,0,1
0340431160,2500,130,1500,-1,2
0340431210,1,1,3000,-1,2
0340431220,3000,200,0,80,2
0340431140,2000,200,7000,0,3
0340431130,3000,500,2500,0,4
0340431260,2500,300,55000,150,2
0340431010,1000,100,1440,400,2
0340431170,4000,50,0,200,3
0340431240,1200,200,10000,0,3
0340431120,1500,1,0,-1,1
0340431150,3000,1000,0,200,2
0340431200,200,300,2000,0,3
0340431100,1000,250,0,50,2
0340431180,500,100,3000,0,2
0340431230,2000,300,2000,200,1
0340431080,4000,500,16800,0,2
0340433290,3000,500,3000,400,2
0340433310,5000,1000,10000,300,3
0340433080,3000,200,230,0,1
0340433170,1500,250,300,100,3
0340433130,3000,300,2000,20,3
0340433320,6000,3000,10000,200,2
0340433050,2000,250,2000,200,2
0340433220,800,100,500,0,3
0340433240,3000,370,1000,200,3
0340433180,350,0,40000,30,3
0340433140,1,1500,-1,-1,3
0340433120,1000,0,1200,0,2
0340433210,6000,500,80000,300,3
0340433330,1000,100,-1,50,2
0340433160,2000,0,36000,300,2
0340433280,6000,300,0,0,4
0340433010,1000,300,0,500,3
0340433100,600,200,0,0,2
0340433070,10000,700,10000,150,3
0340433110,3000,200,10000,0,3
0340433150,500,200,50,0,2
0340433020,2000,0,0,80,3
0340433250,15000,500,5000,500,2
0340433090,1000,150,12000,-1,3
0340433040,500,100,600,0,2
0340433060,1000,0,12000,0,3
0340433230,700,200,0,0,1
0340433190,4000,800,3000,50,4
0340433030,500,130,0,0,4
0340433270,3000,300,0,50,2
0340433260,50000,13000,0,0,2
0340433300,3500,300,300,23,4
0311063080,8000,1000,10000,-1,3
0311063230,10000,700,10000,1000,2
0311063020,1000,1,20000,-1,3
0311063250,800,200,1000,0,3
0311063210,3000,1000,2000,200,2
0311063150,800,180,1000,0,3
0311063120,1000,250,0,-1,3
0311063170,1000,200,15,-1,3
0311063110,1500,200,200,100,3
0311063100,5000,800,0,1200,2
0311063200,5000,500,6000,200,3
0311063030,350,30,5000,0,2
0311063260,4000,700,-1,-1,2
0311063060,1500,200,6000,-1,3
0311063310,8000,300,10000,600,3
0311063010,10000,2000,300,900,2
0311063090,500,150,0,150,3
0311063070,3000,1000,30500,2300,1
0311063240,35000,1500,3e+05,2000,2
0311063270,3000,700,0,500,3
0311063050,1000,100,0,20,3
0311063160,3000,800,7000,200,2
0311063290,1800,600,0,500,3
0311063140,800,150,0,4000,3
0311063180,6000,500,7000,1000,3
0311063040,1500,90,600,150,2
0311063300,3000,500,0,-1,2
0311063280,3500,300,6000,300,2
0311063190,2000,200,50,-1,3
0311063130,3000,500,112180,15,3
0311061130,1500,200,0,100,3
0311061050,500,200,0,200,3
0311061330,6000,700,800,500,2
0311061040,2500,700,4000,0,3
0311061300,6000,700,0,0,3
0311061110,1000,250,1000,30,3
0311061250,4000,600,300,100,3
0311061150,2000,400,0,50,3
0311061160,2500,400,2000,120,2
0311061020,5000,500,0,1000,2
0311061200,250,100,1000,0,2
0311061140,4000,100,10000,-1,3
0311061310,3000,630,0,500,1
0311061320,1500,300,0,100,3
0311061270,6000,700,0,300,2
0311061120,1000,200,15500,100,3
0311061220,1200,500,0,150,2
0311061100,700,100,1100,0,3
0311061170,800,100,1500,0,1
0311061010,3000,600,400,300,2
0311061260,2000,200,0,0,3
0311061080,6000,80,300,50,3
0311061290,4000,600,2000,150,3
0311061190,1000,200,0,100,3
0311061060,11000,500,2000,100,3
0311061090,515,50,3000,0,3
0311061240,1000,100,132,20,1
0311061230,3000,300,2000,-1,3
0311061030,5000,300,1000,200,2
0311062280,3000,300,0,-1,2
0311062290,3000,200,20000,100,2
0311062180,4000,300,6000,50,3
0311062140,3000,500,500,100,2
0311062160,3000,500,5000,-1,1
0311062220,4000,600,6000,1000,2
0311062310,4000,200,0,100,2
0311062210,3000,400,300,500,2
0311062190,4000,400,500,200,2
0311062300,5000,500,500,150,2
0311062070,3000,700,0,200,3
0311062060,2000,300,22000,100,2
0311062020,5000,350,-1,-1,2
0311062040,1000,200,0,0,3
0311062230,2600,500,600,400,2
0311062240,3000,800,1500,0,2
0311062130,2000,400,5000,200,3
0311062050,300,20,100,0,1
0311062250,3000,300,1500,0,2
0311062090,3000,300,500,100,2
0311062080,4000,650,2500,1200,3
0311062320,3000,300,0,200,2
0311062270,3000,300,6000,300,3
0311062030,5500,500,3000,100,2
0311062200,350,60,6000,50,3
0311062010,300,50,3000,23,3
0311062170,1000,200,0,-1,2
0311062260,3500,1050,40000,150,3
0311062100,80,200,0,20,4
0311062120,1000,995,0,-1,4
0304763310,1500,300,1500,150,2
0304763110,3550,584,6000,200,2
0304763170,12500,400,0,500,3
0304763190,1500,300,0,0,4
0304763140,800,100,4000,0,2
0304763080,3000,210,0,-1,3
0304763060,4000,700,20000,500,2
0304763260,3100,600,2400,0,3
0304763020,995,995,-1,-1,2
0304763030,1000,100,0,-1,3
0304763070,2000,400,2000,100,1
0304763350,3000,700,-1,-1,3
0304763050,3000,500,1000,0,3
0304763210,1000,200,1000,300,3
0304763100,5000,600,500,20,3
0304763300,3000,600,300,300,3
0304763240,3000,420,1500,0,2
0304763290,1000,200,2000,300,3
0304763280,500,100,200,0,3
0304763230,1500,210,300,12,2
0304763220,1500,200,0,500,3
0304763250,995,995,-1,-1,2
0304763090,4000,350,1000,-1,2
0304763180,600,100,300,0,3
0304763360,4000,1000,0,1000,3
0304763010,2000,150,3000,0,2
0304763040,3000,60,30000,50,3
0304763370,8000,1050,700,150,2
0304763160,100,100,0,0,3
0304763270,1000,150,1000,0,1
0304763340,200,200,100,100,4
0304763200,1000,200,1000,500,3
0304763320,2000,400,0,200,2
0304763330,3000,500,0,50,3
0304762150,5000,500,0,0,3
0304762070,3000,280,3000,-1,2
0304762240,8000,500,-1,-1,3
0304762060,5000,700,700,2000,2
0304762050,1500,500,-1,-1,2
0304762010,4000,840,3600,-1,3
0304762100,15000,840,1200,-1,4
0304762220,4000,700,0,100,4
0304762170,6000,1000,0,560,3
0304762160,5000,600,2e+05,700,1
0304762130,15000,1000,0,4000,2
0304762230,4000,700,2500,0,3
0304762190,20000,2100,4000,200,4
0304762200,1800,400,3600,-1,4
0304762140,500,120,840,0,3
0304762040,10000,1000,8000,500,2
0304762120,1000,300,0,0,3
0304762080,6000,1500,10000,500,3
0304762210,995,995,500,0,3
0304762110,5000,500,1650,1000,2
0304762090,300,100,30,-1,3
